species.watershed,Watershed_name,Genus_spp,numyears,percyears,chiPval,chi_fearly,chi_flate,runsPval,numtransitions,trend,classification
euphor_cyath.N4A,N4A,euphor_cyath,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
paspal_setac.N4A,N4A,paspal_setac,31,0.09999999999999998,NA,NA,NA,NA,1,NA,Rare
physal_heter.N4A,N4A,physal_heter,31,0.06000000000000005,NA,NA,NA,NA,3,NA,Rare
hackel_virgi.N4D,N4D,hackel_virgi,31,0.09999999999999998,NA,NA,NA,NA,1,NA,Rare
lonice_maack.N4D,N4D,lonice_maack,31,0.09999999999999998,NA,NA,NA,NA,1,NA,Rare
bidens_frond.20B,20B,bidens_frond,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
morus_alba.20B,20B,morus_alba,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
muhlen_frond.20B,20B,muhlen_frond,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
zantho_ameri.20B,20B,zantho_ameri,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
galium_circa.4A,4A,galium_circa,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
gerani_carol.4A,4A,gerani_carol,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
helian_annuu.4A,4A,helian_annuu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
lesped_viola.4A,4A,lesped_viola,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
physal_misso.4A,4A,physal_misso,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
rubus_occid.4A,4A,rubus_occid,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
chenop_stand.4B,4B,chenop_stand,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
junipe_virgi.4B,4B,junipe_virgi,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
physal_misso.4B,4B,physal_misso,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
sanicu_canad.4B,4B,sanicu_canad,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
tragia_ramos.4B,4B,tragia_ramos,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
zantho_ameri.4B,4B,zantho_ameri,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
agerat_altis.N1B,N1B,agerat_altis,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
ophiog_vulga.N1B,N1B,ophiog_vulga,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
eragro_cilia.N20B,N20B,eragro_cilia,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
erecht_hiera.N20B,N20B,erecht_hiera,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
leersi_virgi.N20B,N20B,leersi_virgi,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
parthe_quinq.N20B,N20B,parthe_quinq,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
quercu_muehl.N20B,N20B,quercu_muehl,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
taraxa_eryth.N20B,N20B,taraxa_eryth,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
verbas_blatt.N20B,N20B,verbas_blatt,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
leersi_virgi.N4A,N4A,leersi_virgi,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
rubus_occid.N4A,N4A,rubus_occid,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
torili_arven.N4A,N4A,torili_arven,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
digita_sangu.N4D,N4D,digita_sangu,31,0.030000000000000027,NA,NA,NA,NA,2,NA,Rare
rubus_flage.N4D,N4D,rubus_flage,31,0.06000000000000005,NA,NA,NA,NA,1,NA,Rare
botryc_virgi.20B,20B,botryc_virgi,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
celast_scand.20B,20B,celast_scand,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
malus_bacca.20B,20B,malus_bacca,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
physal_longi.20B,20B,physal_longi,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
verbas_blatt.4A,4A,verbas_blatt,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
verben_urtic.4A,4A,verben_urtic,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
leersi_virgi.4B,4B,leersi_virgi,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
elymus_virgi.N1B,N1B,elymus_virgi,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
helian_pauci.N1B,N1B,helian_pauci,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
lithos_occid.N1B,N1B,lithos_occid,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
symphy_pilos.N1B,N1B,symphy_pilos,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
cuscut_indec.N4D,N4D,cuscut_indec,31,0.030000000000000027,NA,NA,NA,NA,1,NA,Rare
