"","AOU_code","Watershed_name","Species","numyears","numpresent","percyears","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","chiPval","chi_fearly","chi_flate","runsPval","numtransitions","trend","classification","Common_name","Order","Family","Genus","species","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size"
"571","BAOR","4A","BAOR",18,1,0.0555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",10491,"Icteridae","Passeriformes","AVIBASE-5110842F",23,10,12,1,10,21.1,13.3,5,6.4,23.4,92.1,25.5,67.4,27.4,73.3,32.8,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Omnivore","Invertivore","Insessorial",30.82,58.5,43.69,-91.8,4604558.64
"572","BEVI","4A","BEVI",18,16,0.888888888888889,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.453254704753736,0.777777777777778,1,0.223657644522152,3,0,"Random","Bell's Vireo","Passeriformes","Vireonidae","Vireo","bellii",6417,"Vireonidae","Passeriformes","AVIBASE-C3168495",13,3,10,0,4,13.5,7,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",21.36,47.35,34.81,-99.81,2636566.53
"573","BHCO","4A","BHCO",18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,"No_change-present","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",10527,"Icteridae","Passeriformes","AVIBASE-1E1AB415",5,2,3,0,4,17.6,11.1,5.8,8.9,24.7,105,33.9,68.8,33,69.8,40.3,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",17,67.45,43,-101.66,11727469.53
"574","BLGR","4A","BLGR",18,2,0.111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.111111111111111,0.111111111111111,0.728379321339319,4,0,"Random","Blue Grosbeak","Passeriformes","Cardinalidae","Passerina","caerulea",10712,"Cardinalidae","Passeriformes","AVIBASE-A7A75EA1",22,7,14,1,7,17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Generalist",9.17,46.7,32.93,-98.5,5300267.2
"575","BRTH","4A","BRTH",18,8,0.444444444444444,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0.635256295997248,0.333333333333333,0.555555555555556,0.077454180172153,6,0,"Random","Brown Thrasher","Passeriformes","Mimidae","Toxostoma","rufum",8839,"Mimidae","Passeriformes","AVIBASE-C8F9F2D0",5,2,3,0,4,30.1,19.3,5.4,6.3,34.2,102.5,14,86.7,13.9,121.8,68.8,"Dunning",NA,"NO",NA,NA,"Shrubland",1,2,"Omnivore","Omnivore","Generalist",25.78,54.12,41.75,-92.94,5678627.88
"576","COYE","4A","COYE",18,11,0.611111111111111,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0.555555555555556,0.666666666666667,0.590146231085106,9,0,"Random","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",10595,"Parulidae","Passeriformes","AVIBASE-BA4C8A02",23,7,16,0,5,12.7,7.9,3,3.3,20.2,54.7,8.5,44.3,16.1,49.4,9.5,"Dunning",NA,"NO",NA,NA,"Wetland",1,3,"Carnivore","Invertivore","Insessorial",18.49,65.84,44.7,-101.34,12826786.25
"577","DICK","4A","DICK",18,17,0.944444444444444,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.638163195084119,2,0,"Random","Dickcissel","Passeriformes","Cardinalidae","Spiza","americana",10710,"Cardinalidae","Passeriformes","AVIBASE-592E58CE",9,4,5,0,4,15.1,9.8,5.5,7.5,22.3,77.9,20.3,56.8,26.4,56.1,26.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",28.75,51.42,39.97,-94.69,3462252.57
"578","DOWO","4A","DOWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Downy Woodpecker","Piciformes","Picidae","Dryobates","pubescens",3972,"Picidae","Piciformes","AVIBASE-1B2A6386",11,5,6,0,5,17.4,12.2,4.9,4.8,15.8,91.3,24.3,65.9,27,58.6,25.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",24.53,68.3,48.23,-104.67,12800223.82
"579","EAKI","4A","EAKI",18,5,0.277777777777778,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.292584140273833,0.444444444444444,0.111111111111111,0.0858445962008614,5,0,"Random","Eastern Kingbird","Passeriformes","Tyrannidae","Tyrannus","tyrannus",5734,"Tyrannidae","Passeriformes","AVIBASE-082D833C",10,2,3,5,4,21.5,14.8,8.2,6.5,18.5,116.7,38.6,77.2,33.3,87.6,39.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",24.95,65.28,45.77,-98.88,9124093.16
"580","EAME","4A","EAME",18,16,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.453254704753736,1,0.777777777777778,0.728379321339319,4,0,"Random","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",10451,"Icteridae","Passeriformes","AVIBASE-27410227",13,4,8,1,6,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,91.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-2.91,50.71,30.39,-84.52,7031582.36
"581","FISP","4A","FISP",18,8,0.444444444444444,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0.444444444444444,0.444444444444444,0.330815134124685,8,0,"Random","Field Sparrow","Passeriformes","Passerellidae","Spizella","pusilla",10300,"Passerellidae","Passeriformes","AVIBASE-E23F6DE0",5,2,3,0,3,10.4,6.6,4.3,5.2,17.9,64.4,10.8,53.5,16.7,62,12.5,"Dunning",NA,"NO",NA,NA,"Grassland",2,2,"Omnivore","Granivore","Generalist",28.87,49.98,39.43,-90.09,3997616.97
"582","GCFL","4A","GCFL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Great Crested Flycatcher","Passeriformes","Tyrannidae","Myiarchus","crinitus",5763,"Tyrannidae","Passeriformes","AVIBASE-8D6D5F2B",18,4,6,8,4,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,32.1,"Dunning",NA,"NO",NA,NA,"Woodland",1,3,"Omnivore","Invertivore","Insessorial",8.61,55.55,40.77,-88.84,5137539.15
"583","GHOW","4A","GHOW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Great Horned Owl","Strigiformes","Strigidae","Bubo","virginianus",2926,"Strigidae","Strigiformes","AVIBASE-FC366114",4,2,2,0,4,44.7,24.7,17.8,25.4,75.4,371.2,112.7,258.5,30.4,197,1354.5,"Updated_literature","Earhart & Johnson (1970)","NO",NA,NA,"Forest",2,1,"Carnivore","Vertivore","Insessorial",-35.8,68.52,34.04,-94.19,24426738.59
"584","GRCA","4A","GRCA",18,4,0.222222222222222,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.570750388058174,0.111111111111111,0.333333333333333,0.900758075069197,8,0,"Random","Gray Catbird","Passeriformes","Mimidae","Dumetella","carolinensis",8816,"Mimidae","Passeriformes","AVIBASE-95B77F08",16,5,5,6,7,19.2,11.1,4,4.8,27.4,90.7,16.8,73.4,18.6,90.3,35.3,"Dunning",NA,"NO",NA,NA,"Shrubland",1,3,"Omnivore","Invertivore","Insessorial",28.33,55.06,42.61,-95.25,6824562.12
"585","GRSP","4A","GRSP",18,14,0.777777777777778,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0.777777777777778,0.777777777777778,0.436150906507711,6,0,"Random","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",10321,"Passerellidae","Passeriformes","AVIBASE-5BFFE091",6,3,3,0,5,13.8,8.2,4.5,6.1,20.1,58.2,12.3,46,21.1,41.4,17.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Invertivore","Generalist",3.31,51.58,40.3,-94.6,5240933.14
"586","HESP","4A","HESP",18,4,0.222222222222222,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0.570750388058174,0.333333333333333,0.111111111111111,0.436150906507711,6,0,"Random","Henslow's Sparrow","Passeriformes","Passerellidae","Centronyx","henslowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","HOWR","4A","HOWR",18,1,0.0555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","House Wren","Passeriformes","Troglodytidae","Troglodytes","aedon",8598,"Troglodytidae","Passeriformes","AVIBASE-7B6E99A9",104,12,20,72,26,15.9,9.8,3,3.1,20.1,51.4,6.7,44.9,12.9,41.1,10.9,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-55.72,59.66,4.96,-75.18,25653883.47
"588","MODO","4A","MODO",18,11,0.611111111111111,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0.555555555555556,0.666666666666667,0.212515326392464,7,0,"Random","Mourning Dove","Columbiformes","Columbidae","Zenaida","macroura",717,"Columbidae","Columbiformes","AVIBASE-00124D98",15,5,7,3,6,19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,118.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Herbivore","Granivore","Terrestrial",7.45,56.32,39.64,-99.32,11131808.01
"589","NOBO","4A","NOBO",18,6,0.333333333333333,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.617075077451974,0.444444444444444,0.222222222222222,0.709173964822348,9,0,"Random","Northern Bobwhite","Galliformes","Odontophoridae","Colinus","virginianus",153,"Odontophoridae","Galliformes","AVIBASE-91CCBC71",4,2,2,0,4,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.9,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",14.51,45.69,34.48,-91.61,4364464.18
"590","NOCA","4A","NOCA",18,3,0.166666666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.222222222222222,0.111111111111111,0.5,5,0,"Random","Northern Cardinal","Passeriformes","Cardinalidae","Cardinalis","cardinalis",10744,"Cardinalidae","Passeriformes","AVIBASE-4E74AE22",64,24,40,0,8,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",15.65,47.34,34.85,-92.41,5834572.06
"591","NOHA","4A","NOHA",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.453254704753736,0,0.222222222222222,0.728379321339319,4,0,"Random","Northern Harrier","Accipitriformes","Accipitridae","Circus","hudsonius",3079,"Accipitridae","Accipitriformes","AVIBASE-A091D50A",4,2,2,0,4,31.1,17.2,10.1,13.2,82,360.9,161.1,199.8,44.6,212.9,393,"DataFromSplit",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",30.02,69.8,52.86,-111.67,12347245.55
"592","OROR","4A","OROR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Orchard Oriole","Passeriformes","Passeriformes","Icterus","spurius",10505,"Icteridae","Passeriformes","AVIBASE-E2014696",16,7,9,0,4,17.2,11.6,4.4,5.3,21.5,77,20.9,56.6,26.9,67,19.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",19,50.57,36.74,-92.53,4790205.22
"593","RNEP","4A","RNEP",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Ring-necked Pheasant","Galliformes","Phasianidae","Phasianus","colchicus",329,"Phasianidae","Galliformes","AVIBASE-2FA39DCD",9,3,6,0,4,35.4,22,12.9,11.4,63.3,237.7,61.3,175.8,25.8,449.8,1120.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",20.23,53.22,38.76,101.53,7426719.32
"594","RWBL","4A","RWBL",18,8,0.444444444444444,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0177060658073666,0.777777777777778,0.111111111111111,0.418962955306326,7,-1,"Decreasing","Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",10522,"Icteridae","Passeriformes","AVIBASE-C86D078E",7,2,5,0,6,22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Granivore","Generalist",9.66,67.41,44.62,-102.04,13703226.95
"595","UPSA","4A","UPSA",18,9,0.5,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0.34577858615116,0.666666666666667,0.333333333333333,0.165568729634485,7,0,"Random","Upland Sandpiper","Charadriiformes","Scolopacidae","Bartramia","longicauda",2446,"Scolopacidae","Charadriiformes","AVIBASE-BF1DA86E",5,2,3,0,4,32.9,21.5,3.4,3.8,48.7,159,83.7,74.8,52.9,79.4,158.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",35.81,69.33,49.36,-105.81,3282893.45
"596","YBCU","4A","YBCU",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Yellow-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","americanus",1653,"Cuculidae","Cuculiformes","AVIBASE-0CF12F81",12,3,7,2,4,29.2,20,7,8.2,24.5,143.4,62.4,82.6,43,146.3,64,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",-14.02,48.99,36.04,-90.96,5270361.03
"597","AMCR","4A","AMCR",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.111111111111111,0.00233886749052363,1,0,"Random","American Crow","Passeriformes","Corvidae","Corvus","brachyrhynchos",6985,"Corvidae","Passeriformes","AVIBASE-9E9F2476",13,4,9,0,4,51.1,35.4,14.7,17.7,59.3,309.6,109.1,199.9,35.3,177.3,448.8,"Dunning","NA","NO","NA","NA","Human Modified",2,2,"Omnivore","Omnivore","Terrestrial",24.53,63.75,46.23,-97.42,11573830.54
"598","BCCH","4A","BCCH",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Black-capped Chickadee","Passeriformes","Paridae","Poecile","atricapillus",7216,"Paridae","Passeriformes","AVIBASE-B1F0CC82",13,5,7,1,7,10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",34.2,65.98,50.08,-104.99,9078514.18
"599","CONI","4A","CONI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Common Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1005,"Caprimulgidae","Caprimulgiformes","AVIBASE-24E39ACD",10,4,2,4,4,12.7,6.1,3.3,2.7,16.7,192.8,118.7,76.6,60.7,104,79.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",7.21,65.4,45.23,-100.42,13037233.58
"600","EABL","4A","EABL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Eastern Bluebird","Passeriformes","Turdidae","Sialia","sialis",8848,"Turdidae","Passeriformes","AVIBASE-A8347C7D",4,2,2,0,4,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Carnivore","Invertivore","Insessorial",12.85,53.98,38.51,-89.69,5460000
"601","NOFL","4A","NOFL",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.453254704753736,0,0.222222222222222,0.0166803330263474,2,0,"Random","Northern Flicker","Piciformes","Picidae","Colaptes","auratus",3870,"Picidae","Piciformes","AVIBASE-2B7F2525",14,7,7,0,10,38.4,27.6,8.2,7.9,28.4,151.8,37.5,114.3,24.8,105.3,131.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",19.26,68.71,50.48,-99.78,10804791.76
"602","RBWO","4A","RBWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-bellied Woodpecker","Piciformes","Picidae","Melanerpes","carolinus",3937,"Picidae","Piciformes","AVIBASE-078557F2",10,4,6,0,5,32.6,21.6,7.1,7.6,21.1,127.2,35.5,90.4,28.2,76.8,69.5,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Omnivore","Omnivore","Insessorial",24.53,46.9,36.96,-88,3074161.82
"603","RHWO","4A","RHWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-headed Woodpecker","Piciformes","Picidae","Melanerpes","erythrocephalus",3920,"Picidae","Piciformes","AVIBASE-448D91B7",6,2,3,1,4,27.3,20.3,7.6,7.4,20.6,139.7,40.6,98.9,29.1,83.3,71.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.64,51.7,40.26,-93.26,5461683.2
"604","SOSP","4A","SOSP",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",10441,"Passerellidae","Passeriformes","AVIBASE-A5F09E05",6,2,3,1,5,13.4,8.5,5.3,6.7,21.5,66.3,13.2,52.6,20.1,67.2,21.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",18.99,62.57,47.88,-103.48,10313728.38
"605","RLHA","4A","RLHA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Rough-legged Hawk","Accipitriformes","Accipitridae","Buteo","lagopus",3198,"Accipitridae","Accipitriformes","AVIBASE-90B13ACF",7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Insessorial",47.6,83.11,67.33,2.14,9709846.76
"606","RTHA","4A","RTHA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-tailed Hawk","Accipitriformes","Accipitridae","Buteo","jamaicensis",3196,"Accipitridae","Accipitriformes","AVIBASE-536A5157",5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.2,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Vertivore","Insessorial",8.36,68.66,45.5,-105.33,15462822.34
"607","SEOW","4A","SEOW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Short-eared Owl","Strigiformes","Strigidae","Asio","flammeus",2875,"Strigidae","Strigiformes","AVIBASE-8F123A11",5,2,2,1,4,27.3,13.7,9,13,42.5,297.2,141,156.2,47.5,146.5,322.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",-55.05,74.25,49.62,11.33,39874062.36
"608","SEWR","4A","SEWR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Sedge Wren","Passeriformes","Troglodytidae","Cistothorus","stellaris",8608,"Troglodytidae","Passeriformes","AVIBASE-43D33E03",1,0,1,0,0,11.9,7.7,2.3,2.7,16,45,6.1,39.6,13.4,36,9,"DataFromSplit",NA,"YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Cistothorus platensis","Grassland",3,2,"Carnivore","Invertivore","Insessorial",37.7,55.64,45.92,-92.87,1872123
"609","YEWA","4A","YEWA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia",10612,"Parulidae","Passeriformes","AVIBASE-A6C0C4A9",92,45,24,23,8,11.7,8,3.4,3.2,20,60.2,14.1,45.7,23.6,43.3,10.2,"Dunning",NA,"NO",NA,NA,"Shrubland",1,3,"Carnivore","Invertivore","Insessorial",-3.94,70.64,50.59,-108.69,15552185.22
"610","PISI","4A","PISI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Pine Siskin","Passeriformes","Fringillidae","Spinus","pinus",10228,"Fringillidae","Passeriformes","AVIBASE-B48335B1",5,2,3,0,4,14,9,4.3,5.5,13.9,72.4,25.6,47,35.2,48.3,12.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",14.9,65.72,49.57,-108.01,7806130.28
"611","COHA","4A","COHA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Cooper's Hawk","Accipitriformes","Accipitridae","Accipiter","cooperii",3123,"Accipitridae","Accipitriformes","AVIBASE-EB98812F",5,2,3,0,4,25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,429.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Vertivore","Aerial",23.28,53.31,41.25,-100.49,8393137.06
"612","NSHR","4A","NSHR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Northern Shrike","Passeriformes","Laniidae","Lanius","borealis",6905,"Laniidae","Passeriformes","AVIBASE-76158864",0,0,0,0,0,23.2,13.9,6.9,9.3,29.4,109.2,28.7,80.4,26.3,106.2,63.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lanius excubitor","Shrubland",3,3,"Carnivore","Vertivore","Insessorial",42.5,70.01,60.4,41.46,11997297.51
"613","BLJA","4A","BLJA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Blue Jay","Passeriformes","Corvidae","Cyanocitta","cristata",7025,"Corvidae","Passeriformes","AVIBASE-1DA430B8",11,2,9,0,4,29.9,18.6,10.1,8.9,34.7,130,22.9,108.3,17.4,121.4,88,"Dunning","NA","NO","NA","NA","Woodland",2,1,"Omnivore","Omnivore","Terrestrial",24.53,56.76,43.18,-90.29,6665383.16
"614","COPO","4A","COPO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Common Poorwill","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii",1039,"Caprimulgidae","Caprimulgiformes","AVIBASE-D621FFC6",5,2,3,0,4,13.9,6.2,4.2,2.6,17.2,144.2,62.2,83.2,42.8,85.4,48.3,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Carnivore","Invertivore","Generalist",21.41,51.9,37.31,-109.44,4384334.96
"615","BARS","4A","BARS",18,5,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.0352965968414081,0,0.555555555555556,0.418962955306326,3,1,"Increasing","Barn Swallow","Passeriformes","Hirundinidae","Hirundo","rustica",7714,"Hirundinidae","Passeriformes","AVIBASE-58C502EA",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06
"616","CHSW","4A","CHSW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Chimney Swift","Caprimulgiformes","Apodidae","Chaetura","pelagica",1136,"Apodidae","Caprimulgiformes","AVIBASE-C3AD1AFF",5,1,3,1,4,6.3,3.5,2.9,2.4,11.6,124.4,86.8,36.6,70.3,43.8,23.6,"Dunning",NA,"NO",NA,NA,"Human Modified",1,3,"Carnivore","Invertivore","Aerial",25.48,53.93,40.95,-88.88,5841319.17
"617","GOEA","4A","GOEA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Golden Eagle","Accipitriformes","Accipitridae","Aquila","chrysaetos",3050,"Accipitridae","Accipitriformes","AVIBASE-5F8E7CA8",8,2,6,0,8,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",6.36,71.12,50.67,38.05,39450257.98
"618","GRPC","4A","GRPC",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Greater Prairie-Chicken","Galliformes","Phasianidae","Tympanuchus","cupido",370,"Phasianidae","Galliformes","AVIBASE-F59448B7",5,0,4,1,4,23.5,12.5,8.7,9,41.8,204.8,86.4,116.1,42.7,82,870.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",28.74,47.96,41.99,-98.5,402889.24
